speaker,text,date,year,debate_id,predicted_fallacy,confidence
Shadel,"senator kennedy, do you wish to comment?",1960-10-13,1960,1960_October_13_1960,ad hominem,0.6
John F. Kennedy,"yes. the whole th the united states now has a treaty which i voted for in the united states senate in 1955 to defend formosa and the pescadores island. the islands which mr. nixon is discussing are five or four miles, respectively, off the coast of china. now when senator green, the chairman of the senate foreign relations committee, wrote to the president, he received back on the second of october, 1958 neither you nor any other american need feel the u.s. will be involved in military hostilities merely in the defense of quemoy and matsu. now, that is the issue. i believe we must meet our commitment to uh formosa. i support it and the pescadores island. that is the present american position. the treaty does not include these two islands. mr. nixon suggests uh that the united states should go to war if these two islands are attacked. i suggest that if formosa is attacked or the pescadores, or if theres any military action in any area which indicates an attack on formosa and the pescadores, then of course the united states is at war to defend its treaty. now, i must say what mr. nixon wants to do is commit us as i understand him, so that we can be clear if theres a disagreement he wants us to be committed to the defense of these islands merely as the defense of these islands as free territory, not as part of the defense of formosa. admiral yarnell, the commander of the asiatic fleet, has said that these islands are not worth the bones of a single american. the president of the united states has indicated they are not within the treaty area. they were not within the treaty area when the treaty was passed in fiftyfive. we have attempted to persuade chiang kaishek as late as january of 1959 to reduce the number of troops he has on them. this is a serious issue, and i think we ought to understand completely if we disagree, and if so, where.",1960-10-13,1960,1960_October_13_1960,None,0.20103590853590855
Shadel,mr. cater has the next question for senator kennedy.,1960-10-13,1960,1960_October_13_1960,ad hominem,0.62
Cater,"senator kennedy, last week you said that before we should hold another summit conference, that it was important that the united states build its strength. modern weapons take quite a long time to build. what sort of prolonged period do you envisage before there can be a summit conference? and do you think that there can be any new initiatives on the grounds of nuclear disarmament uh nuclear control or weapons control d uh during this period?",1960-10-13,1960,1960_October_13_1960,None,0.3
John F. Kennedy,"well i think we should st strengthen our conventional forces, and we should attempt in january, february, and march of next year to increase the airlift capacity of our conventional forces. then i believe that we should move full time on our missile production, particularly on minuteman and on polaris. it may be a long period, but we must we must get started immediately. now on the question of disarmament, particularly nuclear disarmament, i must say that i feel that another effort should be made by a new administration in january of 1961, to renew negotiations with the soviet union and see whether its possible to come to some conclusion which will lessen the chances of contamination of the atmosphere, and also lessen the chances that other powers will begin to possess a nuclear capacity. there are indications, because of new inventions, that ten, fifteen, or twenty nations will have a nuclear capacity including red china by the end of the presidential office in 1964. this is extremely serious. there have been many wars in the history of mankind. and to take a chance uh now be and not make every effort that we could make to provide for some control over these weapons, i think would be a great mistake. one of my disagreements with the present administration has been that i dont feel a real effort has been made an this very sensitive subject, not only of nuclear controls, but also of general disarmament. less than a hundred people have been working throughout the entire federal government on this subject, and i believe its been reflected in our success and failures at geneva. now, we may not succeed. the soviet union may not agree to an inspection system. we may be able to get satisfactory assurances. it may be necessary for us to begin testing again. but i hope the next administration and if i have anything to do with it, the next administration will make one last great effort to provide for control of nuclear testing, control of nuclear weapons, if possible, control of outer space, free from weapons, and also to begin again the subject of general disarmament levels. these must be done. if we cannot succeed, then we must strengthen ourselves. but i would make the effort because i think the fate not only of our own civilization, but i think the fate of world and the future of the human race is involved in preventing a nuclear war.",1960-10-13,1960,1960_October_13_1960,None,0.26
Shadel,"mr. vice president, your comment?",1960-10-13,1960,1960_October_13_1960,None,0.37021374677953633
Richard Nixon,"yes. i am going to make a major speech on this whole subject next week before the next debate, and i will have an opportunity then to answer any other questions that may arise with regard to my position on it. there isnt any question but that we must move forward in every possible way to reduce the danger of war to move toward controlled disarmament to control tests but also lets have in mind this when senator kennedy suggests that we havent been making an effort, he simply doesnt know what hes talking about. it isnt a question of the number of people who are working in an administration. its a question of who they are. this has been one of the highest level operations in the whole state department right under the president himself. we have gone certainly the extra mile and then some in making offers to the soviet union on control of tests, on disarmament, and in every other way. and i just want to make one thing very clear. yes, we should make a great effort. but under no circumstances must the united states ever make an agreement based on trust. there must be an absolute guarantee. now, just a comment on senator kennedys last answer. he forgets that in this same debate on the formosa resolution, which he said he voted for which he did that he voted against an amendment, or was recorded against an amendment and on this particular or for an amendment, i should say which passed the senate overwhelmingly, seventy to twelve. and that amendment put the senate of the united states on record with a majority of the senators own party voting for it, as well as the majority of republicans put them on record against the very position that the senator takes now of surrendering, of indicating in advance, that the united states will not defend the offshore islands.",1960-10-13,1960,1960_October_13_1960,None,0.37633333333333335
Shadel,the next question is by mr. drummond for vice president nixon.,1960-10-13,1960,1960_October_13_1960,None,0.3213297141455036
Drummond,"mr. nixon, i would like to ask eh one more aspect or raise another aspect of this same question. uh it is my understanding that president eisenhower never advocated that quemoy and matsu should be defended under all circumstances as a matter of principle. i heard secretary dulles at a press conference in fiftyeight say that he thought that it was a mistake for chiang kaishek to deploy troops to these islands. i would like to ask what has led you to take what appears to be a different position on this subject.",1960-10-13,1960,1960_October_13_1960,None,0.18
Richard Nixon,"well mr. drummond, first of all, referring to secretary dulles press conference, i think if you read it all and i know that you have you will find that secretary dulles also indicated in that press conference that when the troops were withdrawn from quemoy, that the implication was certainly of everything that he said, that quemoy could better be defended. there were too many infantrymen there, not enough heavy artillery and certainly i dont think there was any implication in secretary dulles statement that quemoy and matsu should not be defended in the event that they were attacked, and that attack was a preliminary to an attack on formosa. now as far as president eisenhower is concerned, i have often heard him discuss this question. as i uh related a moment ago, the president has always indicated that we must not make the mistake in dealing with the dictator of indicating that we are going to make a concession at the point of a gun. whenever you do that, inevitably the dictator is encouraged to try it again. so first it will be quemoy and matsu, next it may be formosa. what do we do then? my point is this that once you do this follow this course of action of indicating that you are not going to defend a particular area, the inevitable result is that it encourages a man who is determined to conquer the world to press you to the point of no return. and that means war. we went through this tragic experience leading to world war ii. we learned our lesson again in korea, we must not learn it again. that is why i think the senate was right, including a majority of the democrats, a majority of the republicans, when they rejected senator kennedys position in 1955. and incidentally, senator johnson was among those who rejected that position voted with the seventy against the twelve. the senate was right because they knew the lesson of history. and may i say, too, that i would trust that senator kennedy would change his position on this change it because as long as he as a major presidential candidate continues to suggest that we are going to turn over these islands, he is only encouraging the aggressors the chinese communist and the soviet aggressors to press the united states, to press us to the point where war would be inevitable. the road to war is always paved with good intentions. and in this instance the good intentions, of course, are a desire for peace. but certainly were not going to have peace by giving in and indicating in advance that we are not going to defend what has become a symbol of freedom.",1960-10-13,1960,1960_October_13_1960,None,0.3
Shadel,senator kennedy.,1960-10-13,1960,1960_October_13_1960,ad hominem,0.55
John F. Kennedy,"i dont think its possible for mr. nixon to state the record in distortion of the facts with more precision than he just did. in 1955, mr. dulles at a press conference said the treaty that we have with the republic of china excludes quemoy and matsu from the treaty area. that was done with much thought and deliberation. therefore that treaty does not commit the united states to defend anything except formosa and the pescadores, and to deal with acts against that treaty area. i completely sustained the treaty. i voted for it. i would take any action necessary to defend the treaty, formosa, and the pescadores island. what were now talking about is the vice presidents determination to guarantee quemoy and matsu, which are four and five miles off the coast of red china, which are not within the treaty area. i do not suggest that chiang kaishek and this administration has been attempting since 1955 to persuade chiang kaishek to lessen his troop commitments. uh he sent a mission the president in 1955 of mr. uh robertson and admiral radford. general twining said they were still doing it in 1959. general ridgway said who was chief of staff to go to war for quemoy and matsu to me would seem an unwarranted and tragic course to take. to me that concept is completely repugnant. so i stand with them. i stand with the secretary of state, mr. herter, who said these islands were indefensible. i believe that we should meet our commitments, and if the chinese communists attack the pescadores and formosa, they know that it will mean a war. i would not ho hand over these islands under any point of gun. but i merely say that the treaty is quite precise and i sustain the treaty. mr. nixon would add a guarantee to islands five miles off the coast of the re republic of china when hes never really protested the communists seizing cuba, ninety miles off the coast of the united states.",1960-10-13,1960,1960_October_13_1960,None,0.26
Shadel,mr. von fremd has a question for senator kennedy.,1960-10-13,1960,1960_October_13_1960,ad hominem,0.62
Von Fremd,"senator kennedy, id like to uh shift the conversation, if i may, to a domestic uh political argument. the chairman of the republican national committee, senator thruston morton, declared earlier this week that you owed vice president nixon and the republican party a public apology for some strong charges made by former president harry truman, who bluntly suggested where the vice president and the republican party could go. do you feel that you owe the vice president an apology?",1960-10-13,1960,1960_October_13_1960,None,0.39
John F. Kennedy,"well, i must say that uh mr. truman has uh his methods of expressing things hes been in politics for fifty years hes been president of the united states. they may are not my style. but i really dont think theres anything that i could say to president truman thats going to cause him, at the age of seventysix, to change his particular speaking manner. perhaps mrs. truman can, but i dont think i can. ill just have to tell mr. morton that. if youd pass that message on to him.",1960-10-13,1960,1960_October_13_1960,None,0.19
Shadel,"any comment, mr. vice president?",1960-10-13,1960,1960_October_13_1960,None,0.37021374677953633
Richard Nixon,"yes, i think so. of course, both er senator kennedy and i have felt mr. trumans ire and uh consequently, i think he can speak with some feeling on this subject. i just do want to say one thing, however. we all have tempers i have one im sure senator kennedy has one. but when a mans president of the united states, or a former president, he has an obligation not to lose his temper in public. one thing ive noted as ive traveled around the country are the tremendous number of children who come out to see the presidential candidates. i see mothers holding their babies up, so that they can see a man who might be president of the united states. i know senator kennedy sees them, too. it makes you realize that whoever is president is going to be a man that all the children of america will either look up to, or will look down to. and i can only say that im very proud that president eisenhower restored dignity and decency and, frankly, good language to the conduct of the presidency of the united states. and i only hope that, should i win this election, that i could approach president eisenhower in maintaining the dignity of the office in seeing to it that whenever any mother or father talks to his child, he can look at the man in the white house and, whatever he may think of his policies, he will say well, there is a man who maintains the kind of standards personally that i would want my child to follow.",1960-10-13,1960,1960_October_13_1960,None,0.27
Shadel,mr. caters question is for vice president nixon.,1960-10-13,1960,1960_October_13_1960,None,0.3213297141455036
Cater,"mr. vice president, id like to return just once more, if i may, to this area of dealing with the communists. critics have claimed that on at least three occasions in recent years on the sending of american troops to indochina in 1954, on the matter of continuing the u2 flights uh in may, and then on this definition of the of our commitment to the offshore island that you have overstated the administration position, that you have taken a more bellicose position than president eisenhower. just two days ago you said that you called on uh senator kennedy to serve notice to communist aggressors around the world that were not going to retreat one inch more any place, where as we did retreat from the tachen islands, or at least chiang kaishek did. would you say this was a valid criticism of your statement of foreign policy?",1960-10-13,1960,1960_October_13_1960,None,0.285
Richard Nixon,"well, mr. cater, of course its a criticism that uh is being made. uh i obviously dont think its valid. i have supported the administrations position and i think that that position has been correct i think my position has been correct. as far as indochina was concerned, i stated over and over again that it was essential during that period that the united states make it clear that we would not tolerate indochina falling under communist domination. now, as a result of our taking the strong stand that we did, the civil war there was ended and today, at least in the south of indochina, the communists have moved out and we do have a strong, free bastion there. now, looking to the u2 flights, i would like to point out that i have been supporting the presidents position throughout. i think the president was correct in ordering these flights. i think the president was correct, certainly, in his decision to continue the flights while the conference was going on. i noted, for example, in reading a uh a a particular discussion that senator kennedy had with dave garroway shortly after the uh his statement about regrets, that uh he made the statement that he felt that these particular flights uh were ones that shouldnt have occurred right at that time, and the indication was how would mr. khrushchev had felt if we had uh had a flight over the uni how would we have felt if mr. khrushchev ha uh had a flight over the united states while uh he was visiting here. and the answer, of course, is that communist espionage goes on all the time. the answer is that the united states cant afford to have a es an es a espionage lack or should we s uh lag or should i say uh an intelligence lag any more than we can afford to have a missile lag. now, referring to your question with regard to quemoy and matsu. what i object to here is the constant reference to surrendering these islands. senator kennedy quotes the record, which he read from a moment ago, but what he forgets to point out is that the key vote a uh vote which ive referred to several times where he was in the minority was one which rejected his position. now, why did they reject it? for the very reason that those senators knew, as the president of the united states knew, that you should not indicate to the communists in advance that youre going to surrender an area thats free. why? because they know as senator kennedy will have to know that if you do that you encourage them to more aggression.",1960-10-13,1960,1960_October_13_1960,None,0.36
Shadel,senator kennedy?,1960-10-13,1960,1960_October_13_1960,ad hominem,0.55
John F. Kennedy,"well number one on indochina, mr. nixon talked in before the newspaper editors in the spring of 1954 about putting, and i quote him, american boys into indochina. the reason indochina was preserved was the result of the geneva conference which indochina. number two, on the question of the u2 flights. i thought the. u2 flight in may just before the conference was a mistake in timing because of the hazards involved, if the summit conference had any hope for success. i never criticized the u2 flights in general, however. i never suggested espionage should stop. it still goes on, i would assume, on both sides. number three, the vice president on may fifteenth after the u2 flight indicated that the flights were going on, even though the administration and the president had canceled the flights on may twelfth. number three, the pre vice president suggests that we should keep the communists in doubt about whether we would fight on quemoy and matsu. thats not the position hes taking. hes indicating that we should fight for these islands come what may because they are, in his words, in the area of freedom. he didnt take that position on tibet. he didnt take that position on budapest. he doesnt take that position that ive seen so far in laos. guinea and ghana have both moved within the soviet sphere of influence in foreign policy so has cuba. i merely say that the united states should meet its commitments to que to uh formosa and the pescadores. but as admiral yarnell has said, and hes been supported by most military authority, these islands that were now talking about are not worth the bones of a single american soldier and i know how difficult it is to sustain troops close to the shore under artillery bombardment. and therefore, i think, we should make it very clear the disagreement between mr. nixon and myself. hes extending the administrations commitment.",1960-10-13,1960,1960_October_13_1960,None,0.18
Shadel,mr. drummonds question is for senator kennedy.,1960-10-13,1960,1960_October_13_1960,ad hominem,0.62
Drummond,"uh mr. kennedy, representative adam clayton powell, in the course of his speaking tour in your behalf, is saying, and i quote the ku klux klan is riding again in this campaign. if it doesnt stop, all bigots will vote for nixon and all rightthinking christians and jews will vote for kennedy rather than be found in the ranks of the klanminded. end quotation. governor michael disalle is saying much the same thing. what i would like to ask, senator kennedy, is what is the purpose of this sort of thing and how do you feel about it?",1960-10-13,1960,1960_October_13_1960,None,0.36
John F. Kennedy,"well the que the mr. griffin, i believe, who is the head of the klan, who lives in tampa, florida, indicated a in a statement, i think, two or three weeks ago that he was not going to vote for me, and that he was going to vote for mr. nixon. i do not suggest in any way, nor have i ever, that that indicates that mr. nixon has the slightest sympathy, involvement, or in any way imply any inferences in regard to the ku klux klan. thats absurd. i dont suggest that, i dont support it. i would disagree with it. mr. nixon knows very well that in this in this whole matter thats been involved with the socalled religious discussion in this campaign, ive never suggested, even by the vaguest implication, that he did anything but disapprove it. and thats my view now. i disapprove of the issue. i do not suggest that mr. nixon does in any way.",1960-10-13,1960,1960_October_13_1960,None,0.25
Shadel,mr. vice president.,1960-10-13,1960,1960_October_13_1960,None,0.31965638747217695
Richard Nixon,"well i welcome this opportunity to join senator kennedy completely on that statement and to say before this largest television audience in history something that i have been saying in the past and want to will always say in the future. on our last television debate, i pointed out that it was my position that americans must choose the best man that either party could produce. we cant settle for anything but the best. and that means, of course, the best man that this nation can produce. and that means that we cant have any test of religion. we cant have any test of race. it must be a test of a man. also as far as religion is concerned. i have seen communism abroad. i see what it does. communism is the enemy of all religions and we who do believe in god must join together. we must not be divided on this issue. the worst thing that i can think can happen in this campaign would be for it to be decided on religious issues. i obviously repudiate the klan i repudiate anybody who uses the religious issue i will not tolerate it, i have ordered all of my people to have nothing to do with it and i say say to this great audience, whoever may be listening, remember, if you believe in america, if you want america to set the right example to the world, that we cannot have religious or racial prejudice. we cannot have it in our hearts. but we certainly cannot have it in a presidential campaign.",1960-10-13,1960,1960_October_13_1960,None,0.19
Shadel,mr. mcgee has a question for vice president nixon.,1960-10-13,1960,1960_October_13_1960,None,0.3213297141455036
Richard Nixon,"mr. mcgee, i am planning a speech on that subject next week. uh also, so that we can get the uh opportunity for the questioners to question me, it will be before the next television debate. uh i will say simply, in advance of it, that i believe that in this area, the laws which should be passed uh as far as the big national emergency strikes are concerned, are ones that will give the president more weapons with which to deal with those strikes. now, i have a basic disagreement with senator kennedy, though, on this point. he has taken the position, when he first indicated in october of last year, that he would even favor compulsory arbitration as one of the weapons the president might have to stop a national emergency strike. i understand in his last speech before the steelworkers union, that he changed that position and indicated that he felt that government seizure might be the best way to stop a strike which could not be settled by collective bargaining. i do not believe we should have either compulsory arbitration or seizure. i think the moment that you give to the union, on the one side, and to management, on the other side, the escape hatch of eventually going to government to get it settled, that most of these great strikes will end up being settled by government, and that will be a be in the end, in my opinion, wage control it would mean price control all the things that we do not want. i do believe, however, that we can give to the president of the united states powers, in addition to what he presently has in the fact finding area, which would enable him to be more effective than we have been in handling these strikes. one last point i should make. the record in handling them has been very good during this administration. we have had less manhours lost by strikes in these last seven years than we had in the previous seven years, by a great deal. and i only want to say that however good the record is, its got to be better. because in this critical year period of the sixties weve got to move forward, all americans must move forward together, and we have to get the greatest cooperation possible between labor and management. we cannot afford stoppages of massive effect on the economy when were in the terrible competition were in with the soviets.",1960-10-13,1960,1960_October_13_1960,None,0.19666666666666666
Shadel,"senator, your comment.",1960-10-13,1960,1960_October_13_1960,ad hominem,0.55
John F. Kennedy,"well, i always have difficulty recognizing my positions when theyre stated by the vice president. i never suggested that compulsory arbitration was the solution for national emergency disputes. im opposed to that, was opposed to it in october, 1958. i have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the tafthartley act. i dont know what other weapons the vice president is talking about. im talking about giving him four or five tools not only the factfinding committee that he now has under the injunction provision, not only the injunction, but also the power of the factfinding commission to make recommendations recommendations which would not be binding, but nevertheless would have great force of public opinion behind them. one of the additional powers that i would suggest would be seizure. there might be others. by the president having five powers four or five powers and he only has very limited powers today, neither the company nor the union would be sure which power would be used and therefore, there would be a greater incentive on both sides to reach an agreement themselves without taking it to the government. the difficulty now is the presidents course is quite limited. he can set up a factfinding committee. the factfinding committees powers are limited. he can provide an injunction if theres a national emergency for eighty days, then the strike can go on and there are no other powers or actions that the president could take unless he went to the congress. this is a difficult and sensitive matter. but to state my view precisely, the president should have a variety of things he could do. he could leave the parties in doubt as to which one he would use and therefore there would be incentive, instead of as now the steel companies were ready to take the strike because they felt the injunction of eighty days would break the union, which didnt happen.",1960-10-13,1960,1960_October_13_1960,None,0.29
Shadel,the next question is by mr. cater for senator kennedy.,1960-10-13,1960,1960_October_13_1960,ad hominem,0.62
Cater,"uh mr. kennedy, uh senator uh vice president nixon says that he has costed the two party platforms and that yours would run at least ten billion dollars a year more than his. you have denied his figures. he has called on you to supply your figures. would you do that?",1960-10-13,1960,1960_October_13_1960,ad hominem,0.5275238095238095
John F. Kennedy,"yes, i have stated in both uh debates and state again that i believe in a balanced budget and have supported that concept during my fourteen years in the congress. the only two times when an unbalanced budget is warranted would be during a serious recession and we had that in fiftyeight in an unbalanced budget of twelve billion dollars or a national emergency where there should be large expenditures for national defense, which we had in world war ii and uh during part of the korean war. on the question of the cost of our budget, i have stated that its my best judgment that our agricultural program will cost a billion and a half, possibly two billion dollars less than the present agricultural program. my judgment is that the program the vice president put forward, which is an extension of mr. bensons program, will cost a billion dollars more than the present program, which costs about six billion dollars a year, the most expensive in history. weve spent more money on agriculture in the last eight years than the hundred years of the agricultural department before that. secondly, i believe that the high interestrate policy that this administration has followed has added about three billion dollars a year to interest on the debt merely funding the debt which is a burden an the taxpayers. i would hope, under a different monetary policy, that it would be possible to reduce that interestrate burden, at least a billion dollars. third, i think its possible to gain a seven hundred million to a billion dollars through tax changes which i believe would close up loof loopholes on dividend withholding, on expense accounts. fourthly, i have suggested that the medical care for the aged and the bill which the congress now has passed and the president signed if fully implemented would cost a billion dollars on the treasury out of treasury funds and a billion dollars by the states the proposal that i have put forward and which many of the members of my party support is for medical care financed under social security which would be financed under the social security taxes which is less than three cents a day per person for medical care, doctors bills, nurses, hospitals, when they retire. it is actuarially sound. so in my judgment we would spend more money in this administration on aid to education, wed spend more money on housing, wed spend more money and i hope more wisely on defense than this administration has. but i believe that the next administration should work for a balanced budget, and that would be my intention. mr. nixon misstates my figures constantly, which uh is of course his right, but the fact of the matter is here is where i stand and i just want to have it on the public record.",1960-10-13,1960,1960_October_13_1960,None,0.17
Shadel,mr. vice president?,1960-10-13,1960,1960_October_13_1960,None,0.31965638747217695
Richard Nixon,"senator kennedy has indicated on several occasions in this program tonight that i have been misstating his record and his figures. i will issue a white paper after this broadcast, quoting exactly what he said on compulsory arbitration, for example, and the record will show that i have been correct. now as far as his figures are concerned here tonight, he again is engaging in this, what i would call, mirror game of hereitisandhereitisnt. uh on the one hand, for example, he suggests that as far as his medical care program is concerned that that really isnt a problem because its from social security. but social security is a tax. the people pay it. it comes right out of your paycheck. this doesnt mean that the people arent going to be paying the bill. he also indicates as far as his agricultural program is concerned that he feels it will cost less than ours. well, all that i can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the america has ever had foisted upon it in an election year or any other time. and i would also point out that senator kennedy left out a part of the cost of that program a twentyfive percent rise in food prices that the people would have to pay. now are we going to have that when it isnt going to help the farmers? i dont think we should have that kind of a program. then he goes on to say that hes going to change the interestrate situation and were going to get some more money that way. well, what he is saying there in effect, were going to have inflation. were going to go right back to what we had under mr. truman when he had political control of the federal reserve board. i dont believe we ought to pay our bills through inflation, through a phony interest rate.",1960-10-13,1960,1960_October_13_1960,None,0.27
Shadel,"next, mr. drummonds question for vice president nixon.",1960-10-13,1960,1960_October_13_1960,None,0.3213297141455036
Drummond,"uh mr. nixon uh before the convention you and governor rockefeller said jointly that the nations economic growth ought to be accelerated and the republican platform states that uh the nation needs to quicken the pace of economic growth. uh is it fair, therefore, mr. vice president, to conclude that you feel that there has been insufficient economic growth during the past eight years and if so, what would you do beyond uh present administration policies uh to step it up?",1960-10-13,1960,1960_October_13_1960,None,0.24
Richard Nixon,"mr. drummond, i am never satisfied with the economic growth of this country. im not satisfied with it even if there were no communism in the world, but particularly when were in the kind of a race were in, we have got to see that america grows just as fast as we can, provided we grow soundly. because even though we have maintained, as i pointed out in our first debate, the absolute gap over the soviet union even though the growth in this administration has been twice as much as it was in the truman administration that isnt good enough. because america must be able to grow enough not only to take care of our needs at home for better education and housing and health all these things we want. weve got to grow enough to maintain the forces that we have abroad and to wage the nonmilitary battle for the war uh for the world in asia, in africa and latin america. its going to cost more money, and growth will help us to win that battle. now, what do we do about it? and here i believe basically that what we have to do is to stimulate that sector of america, the private enterprise sector of the economy, in which there is the greatest possibility for expansion. so that is why i advocate a program of tax reform which will stimulate more investment in our economy. in addition to that, we have to move on other areas that are holding back growth. i refer, for example, to distressed areas. we have to move into those areas with programs so that we make adequate use of the resources of those areas. we also have to see that all of the people of the united states the tremendous talents that our people have are used adequately. thats why in this whole area of civil rights, the equality of opportunity for employment and education is not just for the benefit of the minority groups, its for the benefit of the nation so that we can get the scientists and the engineers and all the rest that we need. and in addition to that, we need programs, particularly in higher education, which will stimulate scientific breakthroughs which will bring more growth. now what all this, of course, adds up to is this america has not been standing still. lets get that straight. anybody who says americas been standing still for the last seven and a half years hasnt been traveling around america. hes been traveling in some other country. we have been moving. we have been moving much faster than we did in the truman years. but we can and must move faster, and thats why i stand so strongly for programs that will move america forward in the sixties, move her forward so that we can stay ahead of the soviet union and win the battle for freedom and peace.",1960-10-13,1960,1960_October_13_1960,None,0.19
Shadel,senator kennedy.,1960-10-13,1960,1960_October_13_1960,ad hominem,0.55
